Index,Date, Dcount ,Close, Delta 
N225,41430,1083,1.30E+04,-3.83E-02
HSI,41423,1083,2.26E+04,-1.61E-02
DAX,41380,1083,7.68E+03,-3.90E-03
FTSE,41344,1083,6.50E+03,3.10E-03
AUX,41345,1083,1.59E+03,7.00E-03
GSPC,41387,1083,1.58E+03,1.04E-02
DJI,41387,1083,1.47E+04,1.05E-02
IXIC,41387,1083,3.27E+03,1.11E-02
CAC,41353,1083,3.83E+03,1.43E-02
DAX,41381,1084,7.50E+03,-2.34E-02
CAC,41354,1084,3.77E+03,-1.43E-02
N225,41431,1084,1.29E+04,-8.50E-03
AUX,41346,1084,1.59E+03,-3.20E-03
HSI,41424,1084,2.25E+04,-3.10E-03
DJI,41388,1084,1.47E+04,-2.90E-03
SSE,41450,1084,1.96E+03,-1.90E-03
GSPC,41388,1084,1.58E+03,0.00E+00
IXIC,41388,1084,3.27E+03,1.00E-04
FTSE,41345,1084,6.51E+03,1.10E-03
FTSE,41346,1085,6.48E+03,-4.50E-03
HSI,41425,1085,2.24E+04,-4.10E-03
SSE,41451,1085,1.95E+03,-4.10E-03
DAX,41382,1085,7.47E+03,-3.90E-03
N225,41432,1085,1.29E+04,-2.10E-03
CAC,41355,1085,3.77E+03,-1.20E-03
AUX,41347,1085,1.59E+03,1.60E-03
DJI,41389,1085,1.47E+04,1.70E-03
GSPC,41389,1085,1.59E+03,4.00E-03
IXIC,41389,1085,3.29E+03,6.20E-03
CAC,41358,1086,3.73E+03,-1.12E-02
HSI,41428,1086,2.23E+04,-4.90E-03
IXIC,41390,1086,3.28E+03,-3.30E-03
DAX,41383,1086,7.46E+03,-1.80E-03
GSPC,41390,1086,1.58E+03,-1.80E-03
SSE,41452,1086,1.95E+03,-8.00E-04
DJI,41390,1086,1.47E+04,8.00E-04
AUX,41348,1086,1.59E+03,1.20E-03
FTSE,41347,1086,6.53E+03,7.40E-03
N225,41435,1086,1.35E+04,4.94E-02
N225,41436,1087,1.33E+04,-1.45E-02
FTSE,41348,1087,6.49E+03,-6.10E-03
HSI,41429,1087,2.23E+04,1.00E-04
DAX,41386,1087,7.48E+03,2.40E-03
CAC,41359,1087,3.75E+03,5.50E-03
GSPC,41393,1087,1.59E+03,7.20E-03
DJI,41393,1087,1.48E+04,7.20E-03
AUX,41351,1087,1.61E+03,8.40E-03
IXIC,41393,1087,3.31E+03,8.50E-03
SSE,41453,1087,1.98E+03,1.50E-02
CAC,41360,1088,3.71E+03,-9.90E-03
HSI,41430,1088,2.21E+04,-9.70E-03
FTSE,41351,1088,6.46E+03,-4.90E-03
N225,41437,1088,1.33E+04,-2.10E-03
DJI,41394,1088,1.48E+04,1.40E-03
GSPC,41394,1088,1.60E+03,2.50E-03
AUX,41352,1088,1.61E+03,4.50E-03
IXIC,41394,1088,3.33E+03,6.60E-03
SSE,41456,1088,2.00E+03,8.10E-03
DAX,41387,1088,7.66E+03,2.41E-02
N225,41438,1089,1.24E+04,-6.35E-02
HSI,41431,1089,2.18E+04,-1.05E-02
DJI,41395,1089,1.47E+04,-9.40E-03
GSPC,41395,1089,1.58E+03,-9.30E-03
IXIC,41395,1089,3.30E+03,-8.90E-03
AUX,41353,1089,1.61E+03,-3.70E-03
FTSE,41352,1089,6.44E+03,-2.60E-03
CAC,41361,1089,3.73E+03,5.30E-03
SSE,41457,1089,2.01E+03,5.70E-03
DAX,41388,1089,7.76E+03,1.32E-02
HSI,41432,1090,2.16E+04,-1.21E-02
SSE,41458,1090,1.99E+03,-6.10E-03
FTSE,41353,1090,6.43E+03,-1.30E-03
AUX,41354,1090,1.61E+03,4.90E-03
DJI,41396,1090,1.48E+04,8.90E-03
GSPC,41396,1090,1.60E+03,9.40E-03
DAX,41389,1090,7.83E+03,9.50E-03
IXIC,41396,1090,3.34E+03,1.26E-02
N225,41439,1090,1.27E+04,1.94E-02
CAC,41366,1090,3.81E+03,1.98E-02
CAC,41367,1091,3.75E+03,-1.32E-02
FTSE,41354,1091,6.39E+03,-6.90E-03
AUX,41355,1091,1.61E+03,-3.70E-03
DAX,41390,1091,7.81E+03,-2.30E-03
HSI,41435,1091,2.16E+04,1.80E-03
SSE,41459,1091,2.01E+03,5.90E-03
DJI,41397,1091,1.50E+04,9.60E-03
GSPC,41397,1091,1.61E+03,1.05E-02
IXIC,41397,1091,3.38E+03,1.14E-02
N225,41442,1091,1.30E+04,2.73E-02
HSI,41436,1092,2.14E+04,-1.20E-02
CAC,41368,1092,3.73E+03,-7.70E-03
AUX,41358,1092,1.60E+03,-2.20E-03
N225,41443,1092,1.30E+04,-2.00E-03
DJI,41400,1092,1.50E+04,-3.00E-04
SSE,41460,1092,2.01E+03,5.00E-04
FTSE,41355,1092,6.39E+03,7.00E-04
GSPC,41400,1092,1.62E+03,1.90E-03
IXIC,41400,1092,3.39E+03,4.20E-03
DAX,41393,1092,7.87E+03,7.50E-03
SSE,41463,1093,1.96E+03,-2.44E-02
HSI,41438,1093,2.09E+04,-2.19E-02
CAC,41369,1093,3.66E+03,-1.68E-02
AUX,41359,1093,1.60E+03,-3.10E-03
FTSE,41358,1093,6.38E+03,-2.30E-03
IXIC,41401,1093,3.40E+03,1.10E-03
DAX,41394,1093,7.91E+03,5.10E-03
GSPC,41401,1093,1.63E+03,5.20E-03
DJI,41401,1093,1.51E+04,5.80E-03
N225,41444,1093,1.32E+04,1.83E-02
N225,41445,1094,1.30E+04,-1.74E-02
CAC,41372,1094,3.67E+03,9.00E-04
AUX,41360,1094,1.60E+03,3.20E-03
DJI,41402,1094,1.51E+04,3.20E-03
FTSE,41359,1094,6.40E+03,3.30E-03
SSE,41464,1094,1.97E+03,3.70E-03
HSI,41439,1094,2.10E+04,3.90E-03
GSPC,41402,1094,1.63E+03,4.10E-03
IXIC,41402,1094,3.41E+03,4.90E-03
DAX,41396,1094,7.96E+03,6.10E-03
AUX,41361,1095,1.60E+03,-5.10E-03
GSPC,41403,1095,1.63E+03,-3.70E-03
FTSE,41360,1095,6.39E+03,-1.80E-03
DJI,41403,1095,1.51E+04,-1.50E-03
IXIC,41403,1095,3.41E+03,-1.20E-03
CAC,41373,1095,3.67E+03,1.10E-03
HSI,41442,1095,2.12E+04,1.22E-02
N225,41446,1095,1.32E+04,1.66E-02
DAX,41397,1095,8.12E+03,2.02E-02
SSE,41465,1095,2.01E+03,2.17E-02
N225,41449,1096,1.31E+04,-1.26E-02
DAX,41400,1096,8.11E+03,-1.30E-03
HSI,41443,1096,2.12E+04,0.00E+00
AUX,41365,1096,1.60E+03,1.30E-03
DJI,41404,1096,1.51E+04,2.40E-03
FTSE,41361,1096,6.41E+03,3.80E-03
GSPC,41404,1096,1.63E+03,4.30E-03
IXIC,41404,1096,3.44E+03,8.00E-03
CAC,41374,1096,3.74E+03,1.99E-02
SSE,41466,1096,2.07E+03,3.23E-02
SSE,41467,1097,2.04E+03,-1.62E-02
AUX,41366,1097,1.58E+03,-1.44E-02
HSI,41444,1097,2.10E+04,-1.13E-02
N225,41450,1097,1.30E+04,-7.20E-03
DJI,41407,1097,1.51E+04,-1.80E-03
GSPC,41407,1097,1.63E+03,0.00E+00
IXIC,41407,1097,3.44E+03,6.00E-04
CAC,41375,1097,3.78E+03,8.50E-03
DAX,41401,1097,8.18E+03,8.60E-03
FTSE,41362,1097,6.41E+03,0
HSI,41445,1098,2.04E+04,-2.88E-02
CAC,41376,1098,3.73E+03,-1.23E-02
AUX,41367,1098,1.56E+03,-1.16E-02
N225,41451,1098,1.28E+04,-1.04E-02
IXIC,41408,1098,3.46E+03,6.90E-03
DJI,41408,1098,1.52E+04,8.20E-03
DAX,41402,1098,8.25E+03,8.30E-03
SSE,41470,1098,2.06E+03,9.80E-03
GSPC,41408,1098,1.65E+03,1.01E-02
FTSE,41365,1098,6.41E+03,0
HSI,41446,1099,2.03E+04,-5.90E-03
CAC,41379,1099,3.71E+03,-5.00E-03
AUX,41368,1099,1.55E+03,-2.90E-03
DAX,41403,1099,8.26E+03,1.60E-03
IXIC,41409,1099,3.47E+03,2.60E-03
SSE,41471,1099,2.07E+03,3.10E-03
DJI,41409,1099,1.53E+04,4.00E-03
GSPC,41409,1099,1.66E+03,5.10E-03
FTSE,41366,1099,6.49E+03,1.23E-02
N225,41452,1099,1.32E+04,2.96E-02
HSI,41449,1100,1.98E+04,-2.22E-02
FTSE,41367,1100,6.42E+03,-1.08E-02
SSE,41472,1100,2.04E+03,-1.01E-02
CAC,41380,1100,3.69E+03,-6.70E-03
GSPC,41410,1100,1.65E+03,-5.00E-03
DJI,41410,1100,1.52E+04,-2.80E-03
IXIC,41410,1100,3.47E+03,-1.80E-03
DAX,41404,1100,8.28E+03,1.90E-03
AUX,41369,1100,1.58E+03,1.78E-02
N225,41453,1100,1.37E+04,3.51E-02
CAC,41381,1101,3.60E+03,-2.35E-02
FTSE,41368,1101,6.34E+03,-1.19E-02
SSE,41473,1101,2.02E+03,-1.05E-02
AUX,41372,1101,1.57E+03,-5.20E-03
DAX,41407,1101,8.28E+03,1.00E-04
HSI,41450,1101,1.99E+04,2.10E-03
DJI,41411,1101,1.54E+04,8.00E-03
IXIC,41411,1101,3.50E+03,9.70E-03
GSPC,41411,1101,1.67E+03,1.03E-02
N225,41456,1101,1.39E+04,1.28E-02
SSE,41474,1102,1.99E+03,-1.52E-02
FTSE,41369,1102,6.25E+03,-1.49E-02
DJI,41414,1102,1.53E+04,-1.20E-03
IXIC,41414,1102,3.50E+03,-7.00E-04
GSPC,41414,1102,1.67E+03,-7.00E-04
CAC,41382,1102,3.60E+03,0.00E+00
DAX,41408,1102,8.34E+03,7.20E-03
AUX,41373,1102,1.58E+03,7.90E-03
N225,41457,1102,1.41E+04,1.78E-02
HSI,41451,1102,2.03E+04,2.43E-02
AUX,41374,1103,1.56E+03,-1.64E-02
N225,41458,1103,1.41E+04,-3.10E-03
IXIC,41415,1103,3.50E+03,1.60E-03
GSPC,41415,1103,1.67E+03,1.70E-03
DAX,41409,1103,8.36E+03,2.80E-03
DJI,41415,1103,1.54E+04,3.40E-03
FTSE,41372,1103,6.28E+03,4.30E-03
HSI,41452,1103,2.04E+04,5.00E-03
SSE,41477,1103,2.00E+03,6.10E-03
CAC,41383,1103,3.65E+03,1.46E-02
IXIC,41416,1104,3.46E+03,-1.11E-02
GSPC,41416,1104,1.66E+03,-8.30E-03
DJI,41416,1104,1.53E+04,-5.20E-03
N225,41459,1104,1.40E+04,-2.60E-03
CAC,41386,1104,3.65E+03,0.00E+00
AUX,41375,1104,1.56E+03,8.00E-04
DAX,41410,1104,8.37E+03,9.00E-04
FTSE,41373,1104,6.31E+03,5.80E-03
HSI,41453,1104,2.08E+04,1.78E-02
SSE,41478,1104,2.04E+03,1.95E-02
AUX,41376,1105,1.48E+03,-4.97E-02
HSI,41457,1105,2.07E+04,-7.00E-03
SSE,41479,1105,2.03E+03,-5.20E-03
GSPC,41417,1105,1.65E+03,-2.90E-03
IXIC,41417,1105,3.46E+03,-1.10E-03
DJI,41417,1105,1.53E+04,-8.00E-04
DAX,41411,1105,8.40E+03,3.40E-03
FTSE,41374,1105,6.39E+03,1.18E-02
N225,41460,1105,1.43E+04,2.08E-02
CAC,41387,1105,3.78E+03,3.58E-02
AUX,41379,1106,1.35E+03,-8.83E-02
HSI,41458,1106,2.01E+04,-2.48E-02
N225,41463,1106,1.41E+04,-1.40E-02
SSE,41480,1106,2.02E+03,-6.00E-03
GSPC,41418,1106,1.65E+03,-6.00E-04
IXIC,41418,1106,3.46E+03,-1.00E-04
DJI,41418,1106,1.53E+04,6.00E-04
FTSE,41375,1106,6.42E+03,4.50E-03
DAX,41414,1106,8.46E+03,6.90E-03
CAC,41388,1106,3.84E+03,1.58E-02
SSE,41481,1107,2.01E+03,-5.10E-03
FTSE,41376,1107,6.38E+03,-4.90E-03
CAC,41389,1107,3.84E+03,-6.00E-04
DAX,41415,1107,8.47E+03,1.90E-03
GSPC,41422,1107,1.66E+03,6.30E-03
DJI,41422,1107,1.54E+04,6.90E-03
IXIC,41422,1107,3.49E+03,8.60E-03
AUX,41380,1107,1.37E+03,1.24E-02
HSI,41459,1107,2.05E+04,1.60E-02
N225,41464,1107,1.45E+04,2.58E-02
SSE,41484,1108,1.98E+03,-1.72E-02
CAC,41390,1108,3.81E+03,-7.90E-03
GSPC,41423,1108,1.65E+03,-7.00E-03
DJI,41423,1108,1.53E+04,-6.90E-03
FTSE,41379,1108,6.34E+03,-6.40E-03
IXIC,41423,1108,3.47E+03,-6.10E-03
N225,41465,1108,1.44E+04,-3.90E-03
AUX,41381,1108,1.38E+03,6.20E-03
DAX,41416,1108,8.53E+03,6.90E-03
HSI,41460,1108,2.09E+04,1.89E-02
DAX,41417,1109,8.35E+03,-2.10E-02
HSI,41463,1109,2.06E+04,-1.31E-02
FTSE,41380,1109,6.30E+03,-6.10E-03
DJI,41424,1109,1.53E+04,1.40E-03
GSPC,41424,1109,1.65E+03,3.70E-03
N225,41466,1109,1.45E+04,3.90E-03
IXIC,41424,1109,3.49E+03,6.90E-03
SSE,41485,1109,1.99E+03,7.00E-03
AUX,41382,1109,1.39E+03,1.00E-02
CAC,41393,1109,3.87E+03,1.54E-02
GSPC,41425,1110,1.63E+03,-1.43E-02
DJI,41425,1110,1.51E+04,-1.36E-02
IXIC,41425,1110,3.46E+03,-1.01E-02
FTSE,41381,1110,6.24E+03,-9.60E-03
DAX,41418,1110,8.31E+03,-5.60E-03
CAC,41394,1110,3.86E+03,-3.10E-03
SSE,41486,1110,1.99E+03,1.90E-03
N225,41467,1110,1.45E+04,2.30E-03
HSI,41464,1110,2.07E+04,4.90E-03
AUX,41383,1110,1.40E+03,8.70E-03
FTSE,41382,1111,6.24E+03,-1.00E-04
CAC,41396,1111,3.86E+03,5.00E-04
IXIC,41428,1111,3.47E+03,2.70E-03
GSPC,41428,1111,1.64E+03,5.90E-03
N225,41471,1111,1.46E+04,6.40E-03
DJI,41428,1111,1.53E+04,9.20E-03
DAX,41421,1111,8.38E+03,9.40E-03
HSI,41465,1111,2.09E+04,1.07E-02
AUX,41386,1111,1.43E+03,1.63E-02
SSE,41487,1111,2.03E+03,1.77E-02
AUX,41387,1112,1.41E+03,-9.10E-03
IXIC,41429,1112,3.45E+03,-5.80E-03
GSPC,41429,1112,1.63E+03,-5.50E-03
DJI,41429,1112,1.52E+04,-5.00E-03
SSE,41488,1112,2.03E+03,2.00E-04
N225,41472,1112,1.46E+04,1.10E-03
FTSE,41383,1112,6.29E+03,6.90E-03
DAX,41422,1112,8.48E+03,1.16E-02
CAC,41397,1112,3.91E+03,1.40E-02
HSI,41466,1112,2.14E+04,2.55E-02
DAX,41423,1113,8.34E+03,-1.70E-02
DJI,41430,1113,1.50E+04,-1.43E-02
GSPC,41430,1113,1.61E+03,-1.38E-02
IXIC,41430,1113,3.40E+03,-1.27E-02
HSI,41467,1113,2.13E+04,-7.50E-03
CAC,41400,1113,3.91E+03,-1.50E-03
FTSE,41386,1113,6.28E+03,-1.00E-03
SSE,41491,1113,2.05E+03,1.04E-02
AUX,41388,1113,1.43E+03,1.29E-02
N225,41473,1113,1.48E+04,1.32E-02
N225,41474,1114,1.46E+04,-1.48E-02
HSI,41470,1114,2.13E+04,1.20E-03
CAC,41401,1114,3.92E+03,3.70E-03
SSE,41492,1114,2.06E+03,4.90E-03
DJI,41431,1114,1.50E+04,5.30E-03
IXIC,41431,1114,3.42E+03,6.60E-03
DAX,41424,1114,8.40E+03,7.60E-03
GSPC,41431,1114,1.62E+03,8.50E-03
FTSE,41387,1114,6.41E+03,2.00E-02
AUX,41389,1114,1.47E+03,2.52E-02
SSE,41493,1115,2.05E+03,-6.70E-03
DAX,41425,1115,8.35E+03,-6.10E-03
AUX,41390,1115,1.46E+03,-4.20E-03
HSI,41471,1115,2.13E+04,4.00E-04
FTSE,41388,1115,6.43E+03,4.00E-03
N225,41477,1115,1.47E+04,4.70E-03
CAC,41402,1115,3.96E+03,8.90E-03
GSPC,41432,1115,1.64E+03,1.28E-02
IXIC,41432,1115,3.47E+03,1.32E-02
DJI,41432,1115,1.52E+04,1.38E-02
DAX,41428,1116,8.29E+03,-7.60E-03
CAC,41403,1116,3.93E+03,-7.00E-03
SSE,41494,1116,2.04E+03,-9.00E-04
DJI,41435,1116,1.52E+04,-6.00E-04
GSPC,41435,1116,1.64E+03,-3.00E-04
IXIC,41435,1116,3.47E+03,1.30E-03
FTSE,41389,1116,6.44E+03,1.70E-03
HSI,41472,1116,2.14E+04,2.80E-03
N225,41478,1116,1.48E+04,8.20E-03
AUX,41393,1116,1.48E+03,1.00E-02
IXIC,41436,1117,3.44E+03,-1.06E-02
GSPC,41436,1117,1.63E+03,-1.02E-02
DJI,41436,1117,1.51E+04,-7.60E-03
N225,41479,1117,1.47E+04,-3.20E-03
FTSE,41390,1117,6.43E+03,-2.50E-03
HSI,41473,1117,2.13E+04,-1.20E-03
AUX,41394,1117,1.48E+03,2.00E-04
DAX,41429,1117,8.30E+03,1.20E-03
SSE,41495,1117,2.05E+03,3.60E-03
CAC,41404,1117,3.95E+03,6.40E-03
AUX,41395,1118,1.46E+03,-1.25E-02
DAX,41430,1118,8.20E+03,-1.20E-02
N225,41480,1118,1.46E+04,-1.14E-02
IXIC,41437,1118,3.40E+03,-1.06E-02
DJI,41437,1118,1.50E+04,-8.40E-03
GSPC,41437,1118,1.61E+03,-8.40E-03
CAC,41407,1118,3.95E+03,-2.20E-03
HSI,41474,1118,2.14E+04,8.00E-04
FTSE,41393,1118,6.46E+03,4.90E-03
SSE,41498,1118,2.10E+03,2.39E-02
N225,41481,1119,1.41E+04,-2.97E-02
DAX,41431,1119,8.10E+03,-1.19E-02
FTSE,41394,1119,6.43E+03,-4.30E-03
SSE,41499,1119,2.11E+03,2.30E-03
HSI,41477,1119,2.14E+04,2.50E-03
CAC,41408,1119,3.97E+03,5.30E-03
AUX,41396,1119,1.47E+03,6.30E-03
DJI,41438,1119,1.52E+04,1.21E-02
IXIC,41438,1119,3.45E+03,1.32E-02
GSPC,41438,1119,1.64E+03,1.48E-02
N225,41484,1120,1.37E+04,-3.32E-02
DJI,41439,1120,1.51E+04,-7.00E-03
IXIC,41439,1120,3.42E+03,-6.30E-03
GSPC,41439,1120,1.63E+03,-5.90E-03
SSE,41500,1120,2.10E+03,-2.90E-03
AUX,41397,1120,1.47E+03,2.20E-03
FTSE,41395,1120,6.45E+03,3.30E-03
CAC,41409,1120,3.98E+03,4.10E-03
DAX,41432,1120,8.25E+03,1.92E-02
HSI,41478,1120,2.19E+04,2.33E-02
SSE,41501,1121,2.08E+03,-8.70E-03
CAC,41410,1121,3.98E+03,-8.00E-04
AUX,41400,1121,1.47E+03,-4.00E-04
FTSE,41396,1121,6.46E+03,1.50E-03
HSI,41479,1121,2.20E+04,2.40E-03
DAX,41435,1121,8.31E+03,6.40E-03
DJI,41442,1121,1.52E+04,7.30E-03
GSPC,41442,1121,1.64E+03,7.60E-03
IXIC,41442,1121,3.45E+03,8.30E-03
N225,41485,1121,1.39E+04,1.53E-02
N225,41486,1122,1.37E+04,-1.45E-02
AUX,41401,1122,1.45E+03,-1.17E-02
DAX,41436,1122,8.22E+03,-1.03E-02
SSE,41502,1122,2.07E+03,-6.50E-03
HSI,41480,1122,2.19E+04,-3.10E-03
CAC,41411,1122,4.00E+03,5.60E-03
GSPC,41443,1122,1.65E+03,7.80E-03
IXIC,41443,1122,3.48E+03,8.70E-03
DJI,41443,1122,1.53E+04,9.10E-03
FTSE,41397,1122,6.52E+03,9.40E-03
GSPC,41444,1123,1.63E+03,-1.39E-02
DJI,41444,1123,1.51E+04,-1.35E-02
IXIC,41444,1123,3.44E+03,-1.12E-02
DAX,41437,1123,8.14E+03,-9.60E-03
HSI,41481,1123,2.20E+04,3.10E-03
CAC,41414,1123,4.02E+03,5.40E-03
SSE,41505,1123,2.09E+03,8.30E-03
AUX,41402,1123,1.47E+03,1.47E-02
N225,41487,1123,1.40E+04,2.47E-02
FTSE,41400,1123,6.52E+03,0
GSPC,41445,1124,1.59E+03,-2.50E-02
DJI,41445,1124,1.48E+04,-2.34E-02
IXIC,41445,1124,3.36E+03,-2.28E-02
AUX,41403,1124,1.46E+03,-1.08E-02
SSE,41506,1124,2.07E+03,-6.20E-03
DAX,41438,1124,8.10E+03,-5.90E-03
HSI,41484,1124,2.19E+04,-5.40E-03
CAC,41415,1124,4.04E+03,3.30E-03
FTSE,41401,1124,6.56E+03,5.50E-03
N225,41488,1124,1.45E+04,3.29E-02
N225,41491,1125,1.43E+04,-1.44E-02
AUX,41404,1125,1.44E+03,-9.60E-03
IXIC,41446,1125,3.36E+03,-2.20E-03
SSE,41507,1125,2.07E+03,2.00E-04
GSPC,41446,1125,1.59E+03,2.70E-03
DJI,41446,1125,1.48E+04,2.80E-03
CAC,41416,1125,4.05E+03,3.70E-03
FTSE,41402,1125,6.58E+03,4.00E-03
DAX,41439,1125,8.13E+03,4.00E-03
HSI,41485,1125,2.20E+04,4.80E-03
CAC,41417,1126,3.97E+03,-2.07E-02
GSPC,41449,1126,1.57E+03,-1.21E-02
IXIC,41449,1126,3.32E+03,-1.09E-02
DJI,41449,1126,1.47E+04,-9.40E-03
AUX,41407,1126,1.43E+03,-9.30E-03
HSI,41486,1126,2.19E+04,-3.20E-03
SSE,41508,1126,2.07E+03,-2.80E-03
FTSE,41403,1126,6.59E+03,1.40E-03
N225,41492,1126,1.44E+04,1.00E-02
DAX,41442,1126,8.22E+03,1.08E-02
N225,41493,1127,1.38E+04,-4.00E-02
SSE,41509,1127,2.06E+03,-4.70E-03
AUX,41408,1127,1.43E+03,-3.60E-03
CAC,41418,1127,3.96E+03,-2.60E-03
DAX,41443,1127,8.23E+03,1.70E-03
FTSE,41404,1127,6.63E+03,4.90E-03
DJI,41450,1127,1.48E+04,6.90E-03
IXIC,41450,1127,3.35E+03,8.20E-03
HSI,41487,1127,2.21E+04,9.40E-03
GSPC,41450,1127,1.59E+03,9.50E-03
AUX,41409,1128,1.39E+03,-2.28E-02
N225,41494,1128,1.36E+04,-1.59E-02
DAX,41444,1128,8.20E+03,-3.90E-03
FTSE,41407,1128,6.63E+03,1.00E-03
HSI,41488,1128,2.22E+04,4.60E-03
IXIC,41451,1128,3.38E+03,8.50E-03
GSPC,41451,1128,1.60E+03,9.60E-03
CAC,41421,1128,4.00E+03,9.70E-03
DJI,41451,1128,1.49E+04,1.02E-02
SSE,41512,1128,2.10E+03,1.90E-02
DAX,41445,1129,7.93E+03,-3.28E-02
AUX,41410,1129,1.39E+03,-5.00E-03
N225,41495,1129,1.36E+04,7.00E-04
HSI,41491,1129,2.22E+04,1.40E-03
SSE,41513,1129,2.10E+03,3.40E-03
GSPC,41452,1129,1.61E+03,6.20E-03
IXIC,41452,1129,3.40E+03,7.60E-03
DJI,41452,1129,1.50E+04,7.70E-03
FTSE,41408,1129,6.69E+03,8.20E-03
CAC,41422,1129,4.05E+03,1.39E-02
AUX,41411,1130,1.36E+03,-2.18E-02
CAC,41423,1130,3.97E+03,-1.89E-02
DAX,41446,1130,7.79E+03,-1.76E-02
HSI,41492,1130,2.19E+04,-1.34E-02
DJI,41453,1130,1.49E+04,-7.60E-03
N225,41498,1130,1.35E+04,-7.00E-03
GSPC,41453,1130,1.61E+03,-4.30E-03
SSE,41514,1130,2.10E+03,-1.10E-03
IXIC,41453,1130,3.40E+03,4.00E-04
FTSE,41409,1130,6.69E+03,1.10E-03
HSI,41493,1131,2.16E+04,-1.53E-02
DAX,41449,1131,7.69E+03,-1.24E-02
SSE,41515,1131,2.10E+03,-1.90E-03
FTSE,41410,1131,6.69E+03,-9.00E-04
DJI,41456,1131,1.50E+04,4.40E-03
GSPC,41456,1131,1.61E+03,5.40E-03
CAC,41424,1131,4.00E+03,5.60E-03
IXIC,41456,1131,3.43E+03,9.20E-03
N225,41499,1131,1.39E+04,2.57E-02
AUX,41414,1131,1.39E+03,2.80E-02
AUX,41415,1132,1.38E+03,-1.25E-02
CAC,41425,1132,3.95E+03,-1.19E-02
DJI,41457,1132,1.49E+04,-2.80E-03
GSPC,41457,1132,1.61E+03,-5.00E-04
IXIC,41457,1132,3.43E+03,-3.00E-04
SSE,41516,1132,2.10E+03,5.00E-04
HSI,41494,1132,2.17E+04,3.10E-03
FTSE,41411,1132,6.72E+03,5.30E-03
N225,41500,1132,1.41E+04,1.32E-02
DAX,41450,1132,7.81E+03,1.55E-02
N225,41501,1133,1.38E+04,-2.12E-02
CAC,41428,1133,3.92E+03,-7.10E-03
AUX,41416,1133,1.37E+03,-4.50E-03
SSE,41519,1133,2.10E+03,0.00E+00
GSPC,41458,1133,1.62E+03,8.00E-04
IXIC,41458,1133,3.44E+03,3.00E-03
DJI,41458,1133,1.50E+04,3.80E-03
FTSE,41414,1133,6.76E+03,4.80E-03
HSI,41495,1133,2.18E+04,7.00E-03
DAX,41451,1133,7.94E+03,1.66E-02
N225,41502,1134,1.37E+04,-7.50E-03
CAC,41429,1134,3.93E+03,1.30E-03
DAX,41452,1134,7.99E+03,6.30E-03
FTSE,41415,1134,6.80E+03,7.10E-03
DJI,41460,1134,1.51E+04,9.80E-03
GSPC,41460,1134,1.63E+03,1.02E-02
IXIC,41460,1134,3.48E+03,1.04E-02
SSE,41520,1134,2.12E+03,1.18E-02
AUX,41417,1134,1.39E+03,1.52E-02
HSI,41498,1134,2.23E+04,2.13E-02
CAC,41430,1135,3.85E+03,-1.87E-02
AUX,41418,1135,1.38E+03,-5.20E-03
DAX,41453,1135,7.96E+03,-3.90E-03
IXIC,41463,1135,3.48E+03,1.60E-03
SSE,41521,1135,2.13E+03,2.10E-03
FTSE,41416,1135,6.84E+03,5.30E-03
GSPC,41463,1135,1.64E+03,5.30E-03
DJI,41463,1135,1.52E+04,5.90E-03
N225,41505,1135,1.38E+04,7.90E-03
HSI,41499,1135,2.25E+04,1.21E-02
N225,41506,1136,1.34E+04,-2.63E-02
FTSE,41417,1136,6.70E+03,-2.10E-02
CAC,41431,1136,3.81E+03,-9.90E-03
SSE,41522,1136,2.12E+03,-2.40E-03
HSI,41501,1136,2.25E+04,-1.00E-04
DAX,41456,1136,7.98E+03,3.10E-03
DJI,41464,1136,1.53E+04,5.00E-03
IXIC,41464,1136,3.50E+03,5.60E-03
GSPC,41464,1136,1.65E+03,7.20E-03
AUX,41421,1136,1.39E+03,7.90E-03
AUX,41422,1137,1.38E+03,-9.70E-03
DAX,41457,1137,7.91E+03,-9.20E-03
FTSE,41418,1137,6.65E+03,-6.30E-03
HSI,41502,1137,2.25E+04,-1.00E-03
DJI,41465,1137,1.53E+04,-6.00E-04
GSPC,41465,1137,1.65E+03,2.00E-04
N225,41507,1137,1.34E+04,2.10E-03
IXIC,41465,1137,3.52E+03,4.70E-03
SSE,41523,1137,2.14E+03,8.30E-03
CAC,41432,1137,3.87E+03,1.53E-02
DAX,41458,1138,7.83E+03,-1.03E-02
N225,41508,1138,1.34E+04,-4.40E-03
HSI,41505,1138,2.25E+04,-2.40E-03
CAC,41435,1138,3.86E+03,-2.10E-03
AUX,41423,1138,1.39E+03,8.30E-03
DJI,41466,1138,1.55E+04,1.11E-02
GSPC,41466,1138,1.68E+03,1.36E-02
IXIC,41466,1138,3.58E+03,1.63E-02
SSE,41526,1138,2.21E+03,3.39E-02
FTSE,41421,1138,6.65E+03,0
HSI,41506,1139,2.20E+04,-2.20E-02
CAC,41436,1139,3.81E+03,-1.39E-02
DJI,41467,1139,1.55E+04,2.00E-04
GSPC,41467,1139,1.68E+03,3.10E-03
IXIC,41467,1139,3.60E+03,6.10E-03
SSE,41527,1139,2.24E+03,1.15E-02
AUX,41424,1139,1.41E+03,1.49E-02
FTSE,41422,1139,6.76E+03,1.62E-02
DAX,41459,1139,7.99E+03,2.11E-02
